;ORIGIN;DEST;Quarter;TotalPax;TotalFare;AverageFare;Year
1794;PHL;ATL;1;6598;1346635.04;204.09745984;2013
1795;PHL;BOS;1;4702;1320285.06;280.79222884;2013
1796;PHL;CLT;1;2454;639073.1;260.42098615;2013
1797;PHL;DEN;1;4124;920674.45;223.24792677;2013
1798;PHL;DFW;1;4707;1252314.3;266.05360102;2013
1799;PHL;DTW;1;1921;579286.03;301.55441437;2013
1800;PHL;EWR;1;11;582.47;52.95181818;2013
1801;PHL;IAH;1;3439;823366.13;239.42021809;2013
1802;PHL;JFK;1;46;12831.16;278.93826087;2013
1803;PHL;LAS;1;6046;1375270.84;227.46788621;2013
1804;PHL;LAX;1;6416;1733293.69;270.15175966;2013
1805;PHL;LGA;1;104;20297.03;195.16375;2013
1806;PHL;MCO;1;12729;2111630.11;165.89128054;2013
1807;PHL;MIA;1;3824;772608.7;202.04202406;2013
1808;PHL;MSP;1;1964;649363.18;330.63298371;2013
1809;PHL;ORD;1;6716;1411672.37;210.19540947;2013
1810;PHL;PHX;1;3897;1026845.89;263.49650757;2013
1811;PHL;SEA;1;1776;470300.36;264.80876126;2013
1812;PHL;SFO;1;6059;1737440.5;286.75367222;2013
1813;PHX;ATL;1;4028;942765.1;234.05290467;2013
1814;PHX;BOS;1;3936;977821.87;248.43035315;2013
1815;PHX;CLT;1;1906;575781.26;302.08880378;2013
1816;PHX;DEN;1;14625;1740537.62;119.01111932;2013
1817;PHX;DFW;1;4884;1115972.86;228.49567158;2013
1818;PHX;DTW;1;4637;1177317.11;253.89629286;2013
1819;PHX;EWR;1;4915;1504386.97;306.08076704;2013
1820;PHX;IAH;1;2243;614074.48;273.77373161;2013
1821;PHX;JFK;1;4516;1150882.91;254.84563995;2013
1822;PHX;LAS;1;8702;1027607.51;118.08865893;2013
1823;PHX;LAX;1;8775;1053735.22;120.08378575;2013
1824;PHX;LGA;1;1050;254317.21;242.20686667;2013
1825;PHX;MCO;1;2901;782760.85;269.82449155;2013
1826;PHX;MIA;1;1078;323350.58;299.95415584;2013
1827;PHX;MSP;1;9666;2059501.68;213.06659218;2013
1828;PHX;ORD;1;7472;1783663.89;238.71304738;2013
1829;PHX;PHL;1;3913;1051001.87;268.59235114;2013
1830;PHX;SEA;1;9392;1903998.96;202.72561329;2013
1831;PHX;SFO;1;5918;1084932.61;183.32757857;2013
1832;SEA;ATL;1;3177;936984.88;294.92756689;2013
1833;SEA;BOS;1;2747;774799.97;282.05313797;2013
1834;SEA;CLT;1;977;282957.1;289.61832139;2013
1835;SEA;DEN;1;6376;1038506.61;162.87744824;2013
1836;SEA;DFW;1;4302;1068445.91;248.36027662;2013
1837;SEA;DTW;1;1443;468085.14;324.3833264;2013
1838;SEA;EWR;1;2903;912676.64;314.39085084;2013
1839;SEA;IAH;1;2530;689686.8;272.60347826;2013
1840;SEA;JFK;1;3607;915722.46;253.87370668;2013
1841;SEA;LAS;1;9548;1558570.6;163.23529535;2013
1842;SEA;LAX;1;10104;1732797.35;171.49617478;2013
1843;SEA;LGA;1;553;148965.97;269.37788427;2013
1844;SEA;MCO;1;2999;794027.67;264.76414471;2013
1845;SEA;MIA;1;930;327350.52;351.98980645;2013
1846;SEA;MSP;1;2821;619778.83;219.7018185;2013
1847;SEA;ORD;1;4239;1057156.13;249.38809389;2013
1848;SEA;PHL;1;1706;446310.29;261.61212778;2013
1849;SEA;PHX;1;9289;1874343.25;201.78095059;2013
1850;SEA;SFO;1;9687;1605657.61;165.75385672;2013
1851;SFO;ATL;1;5425;1596776.89;294.33675392;2013
1852;SFO;BOS;1;10489;3619179.12;345.04520164;2013
1853;SFO;CLT;1;1944;702222.07;361.22534465;2013
1854;SFO;DEN;1;8027;1547339.27;192.76682073;2013
1855;SFO;DFW;1;7057;1659387.95;235.14070427;2013
1856;SFO;DTW;1;2458;831645.91;338.34251831;2013
1857;SFO;EWR;1;5171;2561029.36;495.26771611;2013
1858;SFO;IAH;1;3626;1317200.52;363.26544953;2013
1859;SFO;JFK;1;19022;7026194.63;369.37202345;2013
1860;SFO;LAS;1;12000;1648143.33;137.3452775;2013
1861;SFO;LAX;1;22060;2795996.93;126.74510109;2013
1862;SFO;LGA;1;1214;373290.31;307.48789951;2013
1863;SFO;MCO;1;3798;1047648.82;275.84223802;2013
1864;SFO;MIA;1;2684;850836.96;317.0033383;2013
1865;SFO;MSP;1;3866;1194067.8;308.86389033;2013
1866;SFO;ORD;1;10363;2844906.14;274.52534401;2013
1867;SFO;PHL;1;6052;1719120.07;284.05817416;2013
1868;SFO;PHX;1;5903;1074750.63;182.0685465;2013
1869;SFO;SEA;1;9806;1620745.79;165.281031;2013
1870;ATL;BOS;2;9550;2024373.71;211.97630471;2013
1871;ATL;CLT;2;1735;337882.21;194.74478963;2013
1872;ATL;DEN;2;7904;1446563.38;183.01662196;2013
1873;ATL;DFW;2;9521;2210306.82;232.15070056;2013
1874;ATL;DTW;2;6145;1342019.91;218.39217413;2013
1875;ATL;EWR;2;6637;1687974.14;254.32788007;2013
1876;ATL;IAH;2;3276;758879.23;231.64811661;2013
1877;ATL;JFK;2;2360;472661.34;200.28022881;2013
1878;ATL;LAS;2;6860;1689546.91;246.28963703;2013
1879;ATL;LAX;2;10473;2854239.51;272.53313377;2013
1880;ATL;LGA;2;20951;4060756.71;193.82161758;2013
1881;ATL;MCO;2;8423;1210629.63;143.72903122;2013
1882;ATL;MIA;2;5402;920443.68;170.38942614;2013
1883;ATL;MSP;2;5642;1336094.63;236.81223502;2013
1884;ATL;ORD;2;8544;1707990.26;199.90522706;2013
1885;ATL;PHL;2;8609;1853853.23;215.33897433;2013
1886;ATL;PHX;2;4420;1073972.45;242.98019231;2013
1887;ATL;SEA;2;4582;1323713.52;288.89426451;2013
1888;ATL;SFO;2;6953;2143298.04;308.25514742;2013
1889;BOS;ATL;2;9339;1973593.4;211.32812935;2013
1890;BOS;CLT;2;5782;835557.76;144.51016257;2013
1891;BOS;DEN;2;6121;1485064.05;242.61788107;2013
1892;BOS;DFW;2;8142;1708133.69;209.7928875;2013
1893;BOS;DTW;2;3021;921994.83;305.1952433;2013
1894;BOS;EWR;2;5939;994556.17;167.46189089;2013
1895;BOS;IAH;2;3390;1071162.29;315.9770767;2013
1896;BOS;JFK;2;4396;672392.39;152.95550273;2013
1897;BOS;LAS;2;5619;1428512.08;254.22888058;2013
1898;BOS;LAX;2;13272;3822645.96;288.02335443;2013
1899;BOS;LGA;2;7811;1867626.3;239.102074;2013
1900;BOS;MCO;2;12304;2104806.48;171.06684655;2013
1901;BOS;MIA;2;3910;836601.42;213.96455754;2013
1902;BOS;MSP;2;5050;1430287.69;283.22528515;2013
1903;BOS;ORD;2;14376;2580184.37;179.47860114;2013
1904;BOS;PHL;2;7337;1494142.08;203.64482486;2013
1905;BOS;PHX;2;4582;1113394.14;242.9930467;2013
1906;BOS;SEA;2;4666;1318508.04;282.5778054;2013
1907;BOS;SFO;2;14957;5097988.71;340.84299726;2013
1908;CLT;ATL;2;1823;352684.43;193.46375754;2013
1909;CLT;BOS;2;5941;901976.8;151.8223868;2013
1910;CLT;DEN;2;2204;632782.69;287.10648367;2013
1911;CLT;DFW;2;3344;1005667.53;300.73789773;2013
1912;CLT;DTW;2;1774;512141.19;288.69289177;2013
1913;CLT;EWR;2;2871;713263.51;248.43730756;2013
1914;CLT;IAH;2;1866;518719.87;277.98492497;2013
1915;CLT;JFK;2;3289;459192.78;139.61470964;2013
1916;CLT;LAS;2;2849;721642.74;253.29685504;2013
1917;CLT;LAX;2;3251;1021888.22;314.33042756;2013
1918;CLT;LGA;2;9724;1483577.24;152.56861785;2013
1919;CLT;MCO;2;3716;548553.34;147.61930571;2013
1920;CLT;MIA;2;1205;299216.12;248.31213278;2013
1921;CLT;MSP;2;1975;592531.37;300.01588354;2013
1922;CLT;ORD;2;5247;1072103.88;204.32702115;2013
1923;CLT;PHL;2;2909;782846.49;269.11189068;2013
1924;CLT;PHX;2;2112;639934.15;302.99912405;2013
1925;CLT;SEA;2;1611;472956.01;293.5791496;2013
1926;CLT;SFO;2;2888;1018326.36;352.60608033;2013
1927;DEN;ATL;2;7862;1421525.6;180.80966675;2013
1928;DEN;BOS;2;6149;1483481.74;241.25577167;2013
1929;DEN;CLT;2;2069;565874.35;273.50137748;2013
1930;DEN;DFW;2;9946;1370927.35;137.8370551;2013
1931;DEN;DTW;2;4932;836837.55;169.67509124;2013
1932;DEN;EWR;2;4892;1189671.05;243.18705029;2013
1933;DEN;IAH;2;6264;1310011.22;209.13333653;2013
1934;DEN;JFK;2;1610;299098.5;185.77546584;2013
1935;DEN;LAS;2;12284;1549745.18;126.15965321;2013
1936;DEN;LAX;2;11380;1930455.68;169.63582425;2013
1937;DEN;LGA;2;8860;1746419.7;197.11283296;2013
1938;DEN;MCO;2;6082;1283968.79;211.10963334;2013
1939;DEN;MIA;2;1217;288405.68;236.98083813;2013
1940;DEN;MSP;2;9278;1266583.89;136.51475426;2013
1941;DEN;ORD;2;7159;1403824.52;196.09226428;2013
1942;DEN;PHL;2;4827;1175433.58;243.51223949;2013
1943;DEN;PHX;2;12936;1686299.03;130.35706787;2013
1944;DEN;SEA;2;8149;1487712.21;182.56377592;2013
1945;DEN;SFO;2;9628;1976633.39;205.30051828;2013
1946;DFW;ATL;2;9468;2208708.52;233.28142374;2013
1947;DFW;BOS;2;8164;1709638.0;209.41180794;2013
1948;DFW;CLT;2;3354;1013609.29;302.20909064;2013
1949;DFW;DEN;2;10010;1416151.24;141.47365035;2013
1950;DFW;DTW;2;4843;1142001.73;235.80461078;2013
1951;DFW;EWR;2;5478;1781219.89;325.15879701;2013
1952;DFW;IAH;2;3946;514415.54;130.36379625;2013
1953;DFW;JFK;2;831;245340.39;295.23512635;2013
1954;DFW;LAS;2;8707;1599876.58;183.74601815;2013
1955;DFW;LAX;2;11665;2625994.57;225.11740849;2013
1956;DFW;LGA;2;10325;3424325.38;331.65378983;2013
1957;DFW;MCO;2;7199;1374574.45;190.93963745;2013
1958;DFW;MIA;2;2916;702218.22;240.81557613;2013
1959;DFW;MSP;2;5617;1106888.97;197.06052519;2013
1960;DFW;ORD;2;13462;2951180.7;219.22305007;2013
1961;DFW;PHL;2;6586;1549802.65;235.31774218;2013
1962;DFW;PHX;2;4392;1118491.27;254.66558971;2013
1963;DFW;SEA;2;5592;1425122.71;254.85027003;2013
1964;DFW;SFO;2;8376;2082284.69;248.60132402;2013
1965;DTW;ATL;2;6056;1316669.87;217.41576453;2013
1966;DTW;BOS;2;3077;933303.48;303.3160481;2013
1967;DTW;CLT;2;1742;497094.32;285.35839265;2013
1968;DTW;DEN;2;4894;814457.08;166.4195096;2013
1969;DTW;DFW;2;4777;1116924.99;233.8130605;2013
1970;DTW;EWR;2;2434;770038.01;316.36730074;2013
1971;DTW;IAH;2;2134;670580.18;314.23626054;2013
1972;DTW;JFK;2;587;137759.14;234.68337308;2013
1973;DTW;LAS;2;9221;1812972.06;196.613389;2013
1974;DTW;LAX;2;6597;1819616.53;275.82484917;2013
1975;DTW;LGA;2;8509;1834620.64;215.60943002;2013
1976;DTW;MCO;2;8681;1401015.73;161.38874899;2013
1977;DTW;MIA;2;2301;402546.98;174.94436332;2013
1978;DTW;MSP;2;2274;719429.42;316.37177661;2013
1979;DTW;ORD;2;4313;748698.61;173.59114537;2013
1980;DTW;PHL;2;2433;758658.4;311.82013975;2013
1981;DTW;PHX;2;4614;1086054.97;235.38252492;2013
1982;DTW;SEA;2;2309;737725.04;319.49980078;2013
1983;DTW;SFO;2;3840;1235923.5;321.85507813;2013
1984;EWR;ATL;2;6375;1629495.06;255.60706824;2013
1985;EWR;BOS;2;5995;1001910.98;167.12443369;2013
1986;EWR;CLT;2;2654;632789.83;238.42872268;2013
1987;EWR;DEN;2;4940;1197249.46;242.35819028;2013
1988;EWR;DFW;2;5485;1770749.58;322.83492799;2013
1989;EWR;DTW;2;2373;741520.01;312.4820944;2013
1990;EWR;IAH;2;5298;1706142.01;322.03510948;2013
1991;EWR;LAS;2;6110;1913751.12;313.21622259;2013
1992;EWR;LAX;2;13205;4311031.05;326.46959864;2013
1993;EWR;MCO;2;12676;2190638.12;172.81777532;2013
1994;EWR;MIA;2;4936;1016842.86;206.00544165;2013
1995;EWR;MSP;2;2398;934935.5;389.88135947;2013
1996;EWR;ORD;2;8278;2350183.65;283.90718169;2013
1997;EWR;PHX;2;4779;1311099.66;274.34602637;2013
1998;EWR;SEA;2;4098;1297955.64;316.72904832;2013
1999;EWR;SFO;2;13725;4710064.73;343.17411512;2013
2000;IAH;ATL;2;3275;759147.64;231.80080611;2013
2001;IAH;BOS;2;3393;1087065.9;320.38488064;2013
2002;IAH;CLT;2;1814;514461.53;283.60613561;2013
2003;IAH;DEN;2;6108;1272448.28;208.32486575;2013
2004;IAH;DFW;2;3890;514984.32;132.38671465;2013
2005;IAH;DTW;2;2163;662237.11;306.16602404;2013
2006;IAH;EWR;2;5361;1726809.98;322.10594665;2013
2007;IAH;JFK;2;836;165458.16;197.91645933;2013
2008;IAH;LAS;2;5136;1072303.1;208.78175623;2013
2009;IAH;LAX;2;5671;1637519.44;288.75320755;2013
2010;IAH;LGA;2;7056;2096189.36;297.07899093;2013
2011;IAH;MCO;2;3901;756831.34;194.0095719;2013
2012;IAH;MIA;2;2407;622462.73;258.60520565;2013
2013;IAH;MSP;2;1877;682547.44;363.63742142;2013
2014;IAH;ORD;2;7268;1845608.08;253.93616951;2013
2015;IAH;PHL;2;3403;1039590.78;305.49244196;2013
2016;IAH;PHX;2;2217;587525.33;265.00917005;2013
2017;IAH;SEA;2;3216;890147.82;276.78725746;2013
2018;IAH;SFO;2;3985;1509184.59;378.71633375;2013
2019;JFK;ATL;2;2318;459582.4;198.26678171;2013
2020;JFK;BOS;2;4481;677379.67;151.16707655;2013
2021;JFK;CLT;2;3259;450117.11;138.11509972;2013
2022;JFK;DEN;2;1635;305167.91;186.64703976;2013
2023;JFK;DFW;2;842;261933.07;311.08440618;2013
2024;JFK;DTW;2;546;132059.77;241.86771062;2013
2025;JFK;IAH;2;884;188415.42;213.13961538;2013
2026;JFK;LAS;2;11521;3248397.73;281.9544944;2013
2027;JFK;LAX;2;30513;10576709.99;346.62963294;2013
2028;JFK;MCO;2;12764;1972074.27;154.50284159;2013
2029;JFK;MIA;2;5545;953483.91;171.95381605;2013
2030;JFK;MSP;2;1999;476960.49;238.59954477;2013
2031;JFK;ORD;2;3548;679932.03;191.63811443;2013
2032;JFK;PHL;2;65;21845.5;336.08461538;2013
2033;JFK;PHX;2;5076;1239534.21;244.19507683;2013
2034;JFK;SEA;2;5577;1607759.05;288.28385333;2013
2035;JFK;SFO;2;21060;7816209.23;371.14003941;2013
2036;LAS;ATL;2;6843;1697455.98;248.05728189;2013
2037;LAS;BOS;2;5673;1473595.75;259.7559933;2013
2038;LAS;CLT;2;2833;719159.88;253.85099894;2013
2039;LAS;DEN;2;12562;1620726.98;129.01822799;2013
2040;LAS;DFW;2;8835;1678329.12;189.96368081;2013
2041;LAS;DTW;2;9297;1857939.15;199.84286867;2013
2042;LAS;EWR;2;6357;2046983.9;322.00470348;2013
2043;LAS;IAH;2;5171;1129564.74;218.44222394;2013
2044;LAS;JFK;2;11874;3452402.16;290.75308742;2013
2045;LAS;LAX;2;14746;1756710.59;119.13132985;2013
2046;LAS;LGA;2;1781;451337.49;253.41801797;2013
2047;LAS;MCO;2;3555;909715.68;255.89751899;2013
2048;LAS;MIA;2;2709;869118.43;320.82629384;2013
2049;LAS;MSP;2;7340;1435431.24;195.56283924;2013
2050;LAS;ORD;2;8851;1976927.44;223.35639363;2013
2051;LAS;PHL;2;7303;1616319.35;221.32265507;2013
2052;LAS;PHX;2;8064;980938.81;121.64419767;2013
2053;LAS;SEA;2;11460;1780676.33;155.38187871;2013
2054;LAS;SFO;2;14847;2133376.53;143.69074763;2013
2055;LAX;ATL;2;10483;2876732.72;274.41884193;2013
2056;LAX;BOS;2;13181;3900618.49;295.9273568;2013
2057;LAX;CLT;2;3126;969707.41;310.20710493;2013
2058;LAX;DEN;2;11408;1945868.33;170.57050579;2013
2059;LAX;DFW;2;11431;2589693.15;226.55000875;2013
2060;LAX;DTW;2;6618;1836071.52;277.43601088;2013
2061;LAX;EWR;2;13392;4373154.27;326.54975134;2013
2062;LAX;IAH;2;5572;1635887.21;293.59066942;2013
2063;LAX;JFK;2;30778;10809878.9;351.22096627;2013
2064;LAX;LAS;2;14476;1653175.17;114.20110321;2013
2065;LAX;LGA;2;2641;804602.05;304.65810299;2013
2066;LAX;MCO;2;7451;1901857.02;255.24855992;2013
2067;LAX;MIA;2;5995;1802652.47;300.69265555;2013
2068;LAX;MSP;2;5833;1580770.0;271.00462884;2013
2069;LAX;ORD;2;16404;3893570.72;237.35495733;2013
2070;LAX;PHL;2;8326;2295367.03;275.68664785;2013
2071;LAX;PHX;2;8708;1066128.3;122.43090262;2013
2072;LAX;SEA;2;13675;2279454.27;166.68769799;2013
2073;LAX;SFO;2;24071;3140593.03;130.47206306;2013
2074;LGA;ATL;2;20228;3931328.31;194.3508162;2013
2075;LGA;BOS;2;7989;1911292.61;239.24053198;2013
2076;LGA;CLT;2;9243;1410699.19;152.62351942;2013
2077;LGA;DEN;2;8716;1756660.37;201.54432882;2013
2078;LGA;DFW;2;10233;3392216.64;331.49776605;2013
2079;LGA;DTW;2;8544;1833910.3;214.64305946;2013
2080;LGA;IAH;2;7032;2058764.79;292.77087457;2013
2081;LGA;LAS;2;1640;410719.81;250.43890854;2013
2082;LGA;LAX;2;2850;854403.86;299.79082807;2013
2083;LGA;MCO;2;11565;1768908.95;152.95364894;2013
2084;LGA;MIA;2;14297;2580395.22;180.48508219;2013
2085;LGA;MSP;2;5554;1726905.26;310.9300072;2013
2086;LGA;ORD;2;26377;5266635.24;199.66771202;2013
2087;LGA;PHL;2;113;11756.26;104.03769912;2013
2088;LGA;PHX;2;1243;302841.28;243.6373934;2013
2089;LGA;SEA;2;755;213946.77;283.3732053;2013
2090;LGA;SFO;2;1469;489997.43;333.55849558;2013
2091;MCO;ATL;2;8740;1327461.07;151.88341762;2013
2092;MCO;BOS;2;12442;2156659.31;173.33702861;2013
2093;MCO;CLT;2;3598;533911.95;148.39131462;2013
2094;MCO;DEN;2;6161;1326901.29;215.37109073;2013
2095;MCO;DFW;2;7145;1380259.75;193.17841148;2013
2096;MCO;DTW;2;8917;1456406.27;163.32917685;2013
2097;MCO;EWR;2;12910;2274735.18;176.19947173;2013
2098;MCO;IAH;2;3758;734124.01;195.34965673;2013
2099;MCO;JFK;2;12919;2005696.11;155.25165338;2013
2100;MCO;LAS;2;3617;933640.51;258.12565939;2013
2101;MCO;LAX;2;7382;1872107.06;253.6043159;2013
2102;MCO;LGA;2;11518;1745647.14;151.55818198;2013
2103;MCO;MIA;2;1696;232199.82;136.91027123;2013
2104;MCO;MSP;2;6355;1262093.43;198.5984941;2013
2105;MCO;ORD;2;8229;1508469.75;183.31142909;2013
2106;MCO;PHL;2;13125;2137402.3;162.84969905;2013
2107;MCO;PHX;2;2852;739927.98;259.44178822;2013
2108;MCO;SEA;2;3563;962971.62;270.26989054;2013
2109;MCO;SFO;2;4648;1315899.64;283.11093804;2013
2110;MIA;ATL;2;5349;919014.39;171.81050477;2013
2111;MIA;BOS;2;4001;875055.9;218.70929768;2013
2112;MIA;CLT;2;1189;303964.08;255.64682927;2013
2113;MIA;DEN;2;1257;298328.25;237.33353222;2013
2114;MIA;DFW;2;2849;709188.84;248.92553177;2013
2115;MIA;DTW;2;2311;413389.94;178.87924708;2013
2116;MIA;EWR;2;5214;1119185.55;214.65008631;2013
2117;MIA;IAH;2;2385;624685.76;261.92275052;2013
2118;MIA;JFK;2;5888;1086406.18;184.51191916;2013
2119;MIA;LAS;2;2620;792995.69;302.67011069;2013
2120;MIA;LAX;2;6032;1829125.87;303.23704741;2013
2121;MIA;LGA;2;14379;2625849.81;182.6169977;2013
2122;MIA;MCO;2;1681;231812.21;137.90137418;2013
2123;MIA;MSP;2;1365;371304.38;272.01786081;2013
2124;MIA;ORD;2;5232;1223747.66;233.89672401;2013
2125;MIA;PHL;2;3790;702485.68;185.35242216;2013
2126;MIA;PHX;2;878;256014.7;291.58849658;2013
2127;MIA;SEA;2;1065;353134.75;331.58192488;2013
2128;MIA;SFO;2;2803;855152.21;305.08462719;2013
2129;MSP;ATL;2;5370;1284093.14;239.12348976;2013
2130;MSP;BOS;2;5107;1438153.68;281.6044018;2013
2131;MSP;CLT;2;1973;598279.27;303.23328434;2013
2132;MSP;DEN;2;9250;1258879.44;136.09507459;2013
2133;MSP;DFW;2;5660;1128643.44;199.4069682;2013
2134;MSP;DTW;2;2314;744282.38;321.64320657;2013
2135;MSP;EWR;2;2433;947888.57;389.59661734;2013
2136;MSP;IAH;2;1826;669258.81;366.5163253;2013
2137;MSP;JFK;2;2056;479645.79;233.29075389;2013
2138;MSP;LAS;2;7258;1383388.45;190.60188068;2013
2139;MSP;LAX;2;5727;1542950.93;269.41696001;2013
2140;MSP;LGA;2;5498;1735867.21;315.72702983;2013
2141;MSP;MCO;2;6258;1231246.42;196.74759028;2013
2142;MSP;MIA;2;1350;357850.83;265.07468889;2013
2143;MSP;ORD;2;10214;1346165.08;131.79607206;2013
2144;MSP;PHL;2;2959;1009303.65;341.09619804;2013
2145;MSP;PHX;2;6260;1245560.83;198.97137859;2013
2146;MSP;SEA;2;4442;1081156.77;243.39414003;2013
2147;MSP;SFO;2;5192;1613501.87;310.76692411;2013
2148;ORD;ATL;2;8520;1691624.9;198.54752347;2013
2149;ORD;BOS;2;14661;2663443.69;181.66862356;2013
2150;ORD;CLT;2;5161;1057030.05;204.81109281;2013
2151;ORD;DEN;2;7190;1430801.13;198.99876634;2013
2152;ORD;DFW;2;13270;2904170.71;218.85235192;2013
2153;ORD;DTW;2;4340;760069.6;175.13124424;2013
2154;ORD;EWR;2;8579;2497148.94;291.07692505;2013
2155;ORD;IAH;2;7237;1846255.22;255.11333702;2013
2156;ORD;JFK;2;3503;667340.69;190.50547816;2013
2157;ORD;LAS;2;8760;1896903.32;216.54147489;2013
2158;ORD;LAX;2;16144;3834192.47;237.49953357;2013
2159;ORD;LGA;2;26788;5365427.07;200.29218568;2013
2160;ORD;MCO;2;8271;1489475.95;180.08414339;2013
2161;ORD;MIA;2;5171;1178637.21;227.93216206;2013
2162;ORD;MSP;2;10253;1332993.34;130.010079;2013
2163;ORD;PHL;2;9192;2052524.26;223.29463229;2013
2164;ORD;PHX;2;6613;1572384.46;237.77173144;2013
2165;ORD;SEA;2;6650;1754529.9;263.83908271;2013
2166;ORD;SFO;2;14442;4154935.16;287.69804459;2013
2167;PHL;ATL;2;8300;1797035.89;216.51034819;2013
2168;PHL;BOS;2;7369;1488989.7;202.06129733;2013
2169;PHL;CLT;2;2896;778702.67;268.88904351;2013
2170;PHL;DEN;2;4814;1173277.99;243.72205858;2013
2171;PHL;DFW;2;6674;1574383.7;235.89806713;2013
2172;PHL;DTW;2;2446;770275.83;314.91244072;2013
2173;PHL;EWR;2;2;181.3;90.65;2013
2174;PHL;IAH;2;3363;1025391.82;304.90390128;2013
2175;PHL;JFK;2;62;19299.0;311.27419355;2013
2176;PHL;LAS;2;7268;1574307.45;216.60806962;2013
2177;PHL;LAX;2;8382;2312046.57;275.83471367;2013
2178;PHL;LGA;2;143;31133.89;217.71951049;2013
2179;PHL;MCO;2;12995;2086518.32;160.56316429;2013
2180;PHL;MIA;2;3749;668549.62;178.32745265;2013
2181;PHL;MSP;2;2964;1003290.38;338.49203104;2013
2182;PHL;ORD;2;9051;2006629.09;221.70247376;2013
2183;PHL;PHX;2;4396;1095421.37;249.18593494;2013
2184;PHL;SEA;2;3024;827618.5;273.6833664;2013
2185;PHL;SFO;2;7105;2150397.19;302.65970303;2013
2186;PHX;ATL;2;4443;1091675.56;245.70685573;2013
2187;PHX;BOS;2;4682;1155727.82;246.84489962;2013
2188;PHX;CLT;2;2056;617902.99;300.53647374;2013
2189;PHX;DEN;2;13105;1737797.31;132.60567035;2013
2190;PHX;DFW;2;4438;1133602.31;255.43089455;2013
2191;PHX;DTW;2;4904;1171446.19;238.87565049;2013
2192;PHX;EWR;2;5114;1433401.42;280.28967931;2013
2193;PHX;IAH;2;2227;590206.15;265.02296812;2013
2194;PHX;JFK;2;5178;1292388.98;249.59230977;2013
2195;PHX;LAS;2;7891;945578.79;119.83003295;2013
2196;PHX;LAX;2;8736;1081302.98;123.77552427;2013
2197;PHX;LGA;2;1231;290863.91;236.28262388;2013
2198;PHX;MCO;2;2877;751447.25;261.19125826;2013
2199;PHX;MIA;2;840;239671.91;285.32370238;2013
2200;PHX;MSP;2;6708;1352333.16;201.60005367;2013
2201;PHX;ORD;2;6856;1647982.95;240.37090869;2013
2202;PHX;PHL;2;4448;1123558.46;252.59857464;2013
2203;PHX;SEA;2;9130;1810959.43;198.35262103;2013
2204;PHX;SFO;2;5802;1016366.61;175.17521717;2013
2205;SEA;ATL;2;4531;1283766.0;283.32950783;2013
2206;SEA;BOS;2;4616;1315581.15;285.00458189;2013
2207;SEA;CLT;2;1597;463391.43;290.16370069;2013
2208;SEA;DEN;2;8169;1476470.95;180.74072102;2013
2209;SEA;DFW;2;5432;1373310.05;252.81849227;2013
2210;SEA;DTW;2;2285;731084.95;319.94964989;2013
2211;SEA;EWR;2;4101;1328191.54;323.87016337;2013
2212;SEA;IAH;2;3211;885044.07;275.62879788;2013
2213;SEA;JFK;2;5464;1519019.77;278.00508236;2013
2214;SEA;LAS;2;11314;1723470.3;152.33076719;2013
2215;SEA;LAX;2;13639;2242265.23;164.40099934;2013
2216;SEA;LGA;2;727;203646.34;280.11876204;2013
2217;SEA;MCO;2;3521;946072.12;268.69415507;2013
2218;SEA;MIA;2;960;327562.9;341.21135417;2013
2219;SEA;MSP;2;4421;1069727.06;241.96495363;2013
2220;SEA;ORD;2;6687;1762586.93;263.58410797;2013
2221;SEA;PHL;2;2917;778399.17;266.84921838;2013
2222;SEA;PHX;2;8698;1681394.35;193.30815705;2013
2223;SEA;SFO;2;10913;1865978.27;170.98673784;2013
2224;SFO;ATL;2;7016;2172922.82;309.70963797;2013
2225;SFO;BOS;2;14843;5134741.35;345.93689618;2013
2226;SFO;CLT;2;2757;928493.75;336.77684077;2013
2227;SFO;DEN;2;9531;1971839.73;206.88697199;2013
2228;SFO;DFW;2;8420;2081196.36;247.17296437;2013
2229;SFO;DTW;2;3808;1234254.24;324.12138655;2013
2230;SFO;EWR;2;14135;4851059.19;343.19484896;2013
2231;SFO;IAH;2;4011;1563634.75;389.83663675;2013
2232;SFO;JFK;2;21078;7775632.12;368.89800361;2013
2233;SFO;LAS;2;14226;1960476.01;137.80936384;2013
2234;SFO;LAX;2;24182;3180377.8;131.51839385;2013
2235;SFO;LGA;2;1275;446087.48;349.87253333;2013
2236;SFO;MCO;2;4562;1269569.62;278.29233231;2013
2237;SFO;MIA;2;2811;851275.77;302.83734258;2013
2238;SFO;MSP;2;5244;1617505.31;308.4487624;2013
2239;SFO;ORD;2;14309;4093934.57;286.10906213;2013
2240;SFO;PHL;2;7025;2129148.89;303.08169253;2013
2241;SFO;PHX;2;5804;1005557.3;173.25246382;2013
2242;SFO;SEA;2;10856;1875908.14;172.79920228;2013
