;ORIGIN;DEST;Quarter;TotalPax;TotalFare;AverageFare;Year
476;ORD;JFK;2;3179;561856.45;176.73999685;2012
477;CLT;EWR;2;3216;720235.73;223.95389614;2012
478;IAH;BOS;2;3229;1082033.55;335.09865283;2012
479;BOS;IAH;2;3236;1084574.53;335.15900185;2012
480;DFW;IAH;2;3274;534704.83;163.31851863;2012
481;IAH;DFW;2;3281;527793.03;160.86346541;2012
482;IAH;ATL;2;3355;748252.8;223.0261699;2012
483;LAX;LGA;2;3372;944727.04;280.16816133;2012
484;JFK;CLT;2;3379;461507.86;136.58119562;2012
485;ATL;IAH;2;3381;760391.38;224.90132505;2012
486;DTW;DFW;2;3383;1006546.7;297.53080106;2012
487;DFW;CLT;2;3395;1008095.16;296.93524595;2012
488;SFO;DTW;2;3397;1112136.1;327.38772446;2012
489;CLT;JFK;2;3404;474436.78;139.37625734;2012
490;DFW;DTW;2;3429;1026158.03;299.25868475;2012
491;DTW;SFO;2;3446;1141768.62;331.33157864;2012
492;CLT;DFW;2;3465;1027397.93;296.50733911;2012
493;IAH;SEA;2;3505;929248.79;265.12091013;2012
494;IAH;SFO;2;3507;1273315.83;363.07836612;2012
495;SEA;IAH;2;3535;945342.29;267.42356153;2012
496;SFO;IAH;2;3545;1319132.94;372.11084344;2012
497;SFO;MCO;2;3585;1103638.11;307.84884519;2012
498;LAS;MCO;2;3587;934091.33;260.410184;2012
499;MCO;LAS;2;3596;917970.29;255.27538654;2012
500;MCO;SFO;2;3619;1120048.78;309.49123515;2012
501;LGA;LAX;2;3647;1020784.62;279.89707157;2012
502;IAH;LAS;2;3664;965679.2;263.55873362;2012
503;LAS;IAH;2;3686;988295.03;268.12127781;2012
504;PHL;IAH;2;3734;950889.44;254.6570541;2012
505;IAH;PHL;2;3743;945855.07;252.69972482;2012
506;PHL;PHX;2;3911;1071833.9;274.05622603;2012
507;PHX;PHL;2;4043;1122236.58;277.57521148;2012
508;DTW;DEN;2;4051;786472.54;194.14281412;2012
509;MCO;CLT;2;4054;535558.78;132.10626048;2012
510;DEN;DTW;2;4091;789122.6;192.89234906;2012
511;CLT;MCO;2;4107;549392.02;133.76966642;2012
512;EWR;SEA;2;4233;1309700.78;309.40249941;2012
513;SEA;EWR;2;4273;1362791.1;318.93075123;2012
514;ORD;CLT;2;4278;1025458.02;239.70500701;2012
515;BOS;MIA;2;4312;935664.29;216.99079082;2012
516;MIA;BOS;2;4330;954358.76;220.40618014;2012
517;IAH;DEN;2;4340;1021731.06;235.42190323;2012
518;CLT;ORD;2;4347;1053872.23;242.43667587;2012
519;MSP;DFW;2;4350;1159059.82;266.45053333;2012
520;DFW;MSP;2;4382;1164220.82;265.68252396;2012
521;DEN;IAH;2;4451;1057714.38;237.63522355;2012
522;JFK;BOS;2;4460;640135.01;143.52802915;2012
523;SEA;MSP;2;4536;1044968.01;230.37213624;2012
524;MSP;SEA;2;4537;1045757.1;230.49528323;2012
525;SEA;BOS;2;4593;1309477.44;285.10286088;2012
526;BOS;SEA;2;4601;1318286.56;286.52174745;2012
527;BOS;JFK;2;4603;633281.09;137.58007604;2012
528;SEA;ATL;2;4638;1275516.82;275.01440707;2012
529;DTW;PHX;2;4643;1068736.37;230.18228947;2012
530;DFW;EWR;2;4679;1833084.95;391.7685296;2012
531;EWR;DFW;2;4680;1826105.79;390.19354487;2012
532;DEN;PHL;2;4709;1085604.02;230.53812274;2012
533;PHL;DEN;2;4761;1120400.2;235.32875446;2012
534;ATL;SEA;2;4768;1318233.96;276.47524329;2012
535;ATL;PHX;2;4794;980114.39;204.44605549;2012
536;PHX;ATL;2;4834;996144.77;206.07049441;2012
537;DEN;EWR;2;4848;1151617.5;237.54486386;2012
538;MSP;SFO;2;4877;1439391.14;295.13863851;2012
539;DFW;PHX;2;4883;1007820.39;206.39369035;2012
540;PHX;DTW;2;4895;1148746.42;234.67751175;2012
541;EWR;DEN;2;4931;1173128.82;237.90890692;2012
542;IAH;LAX;2;4946;1526757.28;308.68525677;2012
543;LAX;IAH;2;4965;1549864.4;312.1579859;2012
544;SFO;MSP;2;4979;1481489.64;297.54762804;2012
545;ORD;MIA;2;4983;1117452.24;224.25290789;2012
546;DTW;ORD;2;5009;709998.5;141.74455979;2012
547;BOS;PHX;2;5021;1158114.39;230.65413065;2012
548;MIA;ORD;2;5023;1129575.22;224.88059327;2012
549;PHX;DFW;2;5041;1061653.33;210.60371553;2012
550;BOS;EWR;2;5050;899392.67;178.09755842;2012
551;SFO;PHX;2;5052;904576.81;179.05320863;2012
552;ORD;DTW;2;5054;714428.74;141.35907004;2012
553;BOS;LAS;2;5056;1323677.63;261.80332872;2012
554;DFW;SEA;2;5063;1352464.64;267.12712621;2012
555;SEA;DFW;2;5066;1342848.94;265.07085274;2012
556;EWR;BOS;2;5067;906424.41;178.88778567;2012
557;JFK;PHX;2;5076;1184883.81;233.42864657;2012
558;IAH;EWR;2;5126;1728779.9;337.25710105;2012
559;PHX;BOS;2;5127;1191482.67;232.39373318;2012
560;EWR;IAH;2;5130;1716855.88;334.66976218;2012
561;LAS;BOS;2;5135;1394497.04;271.5670964;2012
562;PHL;DFW;2;5157;1466401.45;284.35164825;2012
563;DFW;PHL;2;5163;1474286.18;285.54835948;2012
564;PHX;SFO;2;5172;924285.2;178.70943542;2012
565;BOS;MSP;2;5185;1432421.85;276.26265188;2012
566;MSP;BOS;2;5193;1445356.1;278.32776815;2012
567;PHX;JFK;2;5193;1230970.6;237.04421336;2012
568;MSP;ATL;2;5227;1202198.48;229.99779606;2012
569;JFK;SEA;2;5262;1422365.36;270.30888635;2012
570;SEA;JFK;2;5269;1411555.61;267.8981989;2012
571;MIA;ATL;2;5307;826018.11;155.6469022;2012
572;ATL;MIA;2;5313;828818.95;155.99829663;2012
573;ATL;MSP;2;5320;1220881.13;229.48893421;2012
574;MSP;LAX;2;5463;1463772.87;267.94304778;2012
575;DTW;LAX;2;5516;1537976.09;278.82090102;2012
576;LAX;MIA;2;5521;1665046.15;301.58416048;2012
577;LAX;MSP;2;5525;1489317.48;269.55972489;2012
578;ORD;IAH;2;5573;1683371.09;302.05833303;2012
579;DEN;MCO;2;5577;1212824.5;217.46897974;2012
580;IAH;ORD;2;5612;1692183.65;301.52951711;2012
581;MCO;DEN;2;5628;1266932.73;225.11242537;2012
582;BOS;CLT;2;5638;921768.55;163.492116;2012
583;MIA;LAX;2;5646;1724446.86;305.42806589;2012
584;LAX;DTW;2;5680;1612917.49;283.96434683;2012
585;MIA;JFK;2;5685;1057696.01;186.05030959;2012
586;JFK;MIA;2;5733;1053214.59;183.71090005;2012
587;CLT;BOS;2;5736;954453.16;166.39699442;2012
588;EWR;PHX;2;5766;1419107.95;246.11653659;2012
589;LGA;IAH;2;5807;1800108.57;309.98942139;2012
590;ATL;DTW;2;5846;1161823.88;198.73826206;2012
591;DTW;ATL;2;5886;1169611.37;198.71073225;2012
592;BOS;PHL;2;5923;1495812.16;252.5429951;2012
593;IAH;LGA;2;5945;1845205.97;310.37947351;2012
594;PHX;EWR;2;5982;1502263.06;251.13056837;2012
595;PHL;BOS;2;6051;1538022.09;254.17651463;2012
596;MCO;DFW;2;6059;1311278.75;216.41834461;2012
597;EWR;MIA;2;6097;1186329.23;194.5758947;2012
598;LGA;MSP;2;6105;1716350.67;281.13852088;2012
599;DFW;MCO;2;6168;1336492.24;216.68162127;2012
600;MIA;EWR;2;6189;1224479.73;197.84775085;2012
601;MSP;LGA;2;6201;1762538.3;284.23452669;2012
602;MSP;MCO;2;6209;1215315.5;195.73449831;2012
603;SEA;ORD;2;6230;1627612.4;261.25399679;2012
604;ORD;SEA;2;6238;1655800.55;265.43772844;2012
605;EWR;LAS;2;6249;1945486.87;311.32771163;2012
606;MSP;PHX;2;6285;1235789.76;196.62526014;2012
607;ATL;SFO;2;6296;1882859.57;299.05647554;2012
608;PHL;LAS;2;6307;1604096.42;254.33588394;2012
609;LAS;PHL;2;6311;1628603.26;258.05787672;2012
610;ORD;PHX;2;6352;1508754.52;237.5243262;2012
611;EWR;ATL;2;6374;1558230.3;244.46663006;2012
612;SFO;ATL;2;6387;1919964.02;300.60498199;2012
613;LAS;EWR;2;6410;2091398.99;326.27129329;2012
614;LAX;MCO;2;6410;1784147.46;278.33813729;2012
615;ATL;EWR;2;6464;1586970.61;245.50906714;2012
616;ORD;DEN;2;6476;1231141.78;190.10836628;2012
617;MCO;LAX;2;6503;1837999.95;282.63877441;2012
618;DEN;ORD;2;6511;1265352.32;194.34070342;2012
619;MCO;MSP;2;6511;1282376.84;196.95543542;2012
620;BOS;DEN;2;6640;1492309.03;224.74533584;2012
621;PHX;ORD;2;6660;1613517.74;242.26993093;2012
622;PHX;MSP;2;6662;1338169.75;200.86606875;2012
623;DEN;BOS;2;6720;1497340.73;222.81856101;2012
624;ATL;LAS;2;6919;1610530.47;232.76925423;2012
625;LAS;ATL;2;6919;1631368.69;235.78099292;2012
626;MSP;LAS;2;6946;1326308.68;190.94567809;2012
627;LAS;MSP;2;6977;1356537.58;194.42992404;2012
628;SFO;PHL;2;7137;2159294.52;302.54932325;2012
629;PHL;SFO;2;7141;2135012.98;298.97955188;2012
630;BOS;DFW;2;7186;1830632.02;254.74979404;2012
631;DEN;ATL;2;7242;1227089.64;169.44071251;2012
632;DFW;BOS;2;7254;1868289.95;257.55306727;2012
633;MCO;ATL;2;7278;1099679.43;151.09637675;2012
634;ATL;DEN;2;7288;1254947.65;172.19369512;2012
635;LGA;DEN;2;7423;1585030.73;213.5296686;2012
636;EWR;SFO;2;7473;3065788.26;410.24866319;2012
637;ATL;MCO;2;7489;1115844.92;148.99785285;2012
638;SFO;EWR;2;7510;3087798.34;411.15823435;2012
639;DEN;LGA;2;7536;1547978.94;205.41121815;2012
640;EWR;LAX;2;7540;2839311.38;376.56649602;2012
641;SEA;DEN;2;7600;1369968.82;180.25905526;2012
642;DEN;SEA;2;7619;1381854.84;181.36958131;2012
643;LAX;EWR;2;7661;2954877.19;385.70384937;2012
644;LGA;CLT;2;7839;1284250.63;163.82837479;2012
645;BOS;LGA;2;7968;1928821.22;242.07093624;2012
646;CLT;LGA;2;7975;1300536.9;163.07672727;2012
647;DFW;LAS;2;7995;1585492.0;198.31044403;2012
648;LAS;DFW;2;8078;1640240.51;203.0503231;2012
649;PHX;LAX;2;8185;1051183.8;128.42807575;2012
650;ORD;ATL;2;8247;1536657.33;186.32925064;2012
651;LAX;PHX;2;8321;1061490.83;127.5676998;2012
652;ATL;ORD;2;8323;1575078.87;189.24412712;2012
653;MSP;DEN;2;8337;1189786.2;142.71155092;2012
654;DEN;MSP;2;8379;1196691.38;142.8203103;2012
655;SEA;PHX;2;8420;1646829.11;195.58540499;2012
656;LGA;BOS;2;8443;2044444.33;242.14666943;2012
657;DTW;LAS;2;8504;1797810.05;211.40757879;2012
658;DEN;DFW;2;8568;1403395.5;163.794993;2012
659;DFW;DEN;2;8590;1425713.54;165.97363679;2012
660;ORD;PHL;2;8658;1991059.57;229.9676103;2012
661;PHL;ORD;2;8668;1975012.02;227.85094832;2012
662;LAS;DTW;2;8690;1853904.96;213.33773993;2012
663;PHX;LAS;2;8767;864763.09;98.63842706;2012
664;ORD;MSP;2;8796;1302843.16;148.11768531;2012
665;MSP;ORD;2;8827;1305513.9;147.90006797;2012
666;PHX;SEA;2;8875;1749635.91;197.14207437;2012
667;SFO;DEN;2;8881;1730857.79;194.89447022;2012
668;DEN;SFO;2;8919;1705445.01;191.21482341;2012
669;EWR;ORD;2;8919;2168452.74;243.12733939;2012
670;BOS;ATL;2;8990;1971164.17;219.26186541;2012
671;ATL;BOS;2;9043;1988706.13;219.91663497;2012
672;ORD;MCO;2;9044;1515633.99;167.58447479;2012
673;ORD;EWR;2;9059;2250177.85;248.39141737;2012
674;LGA;DTW;2;9070;1800239.03;198.48280375;2012
675;DTW;LGA;2;9086;1791470.4;197.16821484;2012
676;PHL;ATL;2;9087;1655849.2;182.22176736;2012
677;DFW;SFO;2;9222;2154335.08;233.60822815;2012
678;MCO;ORD;2;9223;1585728.02;171.93191153;2012
679;LAS;PHX;2;9275;957995.42;103.2879159;2012
680;SFO;DFW;2;9318;2217228.13;237.95107641;2012
681;ATL;PHL;2;9366;1698472.83;181.34452594;2012
682;LAX;PHL;2;9382;2353224.2;250.82329994;2012
683;PHL;LAX;2;9484;2367789.58;249.66149093;2012
684;DFW;ATL;2;9498;2277103.33;239.74556012;2012
685;ATL;DFW;2;9536;2285009.42;239.61927643;2012
686;ORD;LAS;2;9870;1823816.58;184.78384802;2012
687;DTW;MCO;2;9994;1532886.53;153.38068141;2012
688;LAX;ATL;2;10004;2569296.61;256.82693023;2012
689;ATL;LAX;2;10043;2580346.59;256.9298606;2012
690;LGA;DFW;2;10069;3657994.71;363.29275102;2012
691;DFW;LGA;2;10080;3660856.53;363.18021131;2012
692;LAS;ORD;2;10096;1911734.34;189.35562005;2012
693;MCO;DTW;2;10312;1617038.5;156.81133631;2012
694;SEA;LAS;2;10336;1661682.87;160.76653154;2012
695;LAS;SEA;2;10550;1728291.01;163.81905308;2012
696;SEA;SFO;2;10943;1807479.8;165.17223796;2012
697;SFO;SEA;2;11000;1827373.09;166.12482636;2012
698;JFK;LAS;2;11063;3189468.34;288.30049173;2012
699;DEN;PHX;2;11098;1606788.88;144.78184177;2012
700;DEN;LAS;2;11120;1440376.87;129.53029406;2012
701;PHX;DEN;2;11189;1630366.34;145.71153276;2012
702;LAS;DEN;2;11326;1518829.02;134.10109659;2012
703;LAS;JFK;2;11417;3418577.69;299.42871945;2012
704;DEN;LAX;2;11507;1831318.44;159.14820892;2012
705;LAX;DEN;2;11584;1848000.96;159.53046961;2012
706;BOS;LAX;2;11756;3575091.84;304.10784621;2012
707;LAX;BOS;2;11823;3700101.97;312.95796075;2012
708;LGA;MCO;2;11823;1772456.11;149.91593589;2012
709;MCO;LGA;2;11892;1791887.97;150.68011857;2012
710;BOS;MCO;2;12064;2279192.47;188.92510527;2012
711;MCO;BOS;2;12257;2338530.82;190.79145142;2012
712;LAX;DFW;2;12324;2821366.55;228.93269636;2012
713;SEA;LAX;2;12332;2123464.47;172.19141015;2012
714;DFW;LAX;2;12369;2812551.36;227.38712588;2012
715;LAX;SEA;2;12410;2170552.51;174.90350604;2012
716;EWR;MCO;2;12859;2231550.11;173.53994168;2012
717;MCO;EWR;2;12927;2257280.27;174.6174882;2012
718;LGA;MIA;2;13088;2401731.59;183.50638677;2012
719;JFK;MCO;2;13199;2105860.23;159.5469528;2012
720;MIA;LGA;2;13277;2460786.19;185.34203435;2012
721;BOS;SFO;2;13320;4421248.78;331.92558408;2012
722;SFO;BOS;2;13330;4502129.53;337.74415079;2012
723;MCO;JFK;2;13371;2127825.14;159.13732256;2012
724;ORD;DFW;2;13435;2926408.11;217.81973279;2012
725;SFO;ORD;2;13474;3709892.17;275.33710628;2012
726;ORD;SFO;2;13549;3705661.61;273.50074618;2012
727;DFW;ORD;2;13585;2996483.69;220.57296209;2012
728;SFO;LAS;2;14024;1890697.24;134.81868511;2012
729;PHL;MCO;2;14435;2191095.51;151.79047523;2012
730;BOS;ORD;2;14538;2501885.3;172.09281194;2012
731;LAS;SFO;2;14545;2033936.51;139.83750498;2012
732;MCO;PHL;2;14623;2255539.15;154.24599261;2012
733;ORD;BOS;2;14715;2573581.81;174.8951281;2012
734;LAX;LAS;2;15064;1543057.94;102.43347982;2012
735;ORD;LAX;2;15354;3663267.82;238.58719682;2012
736;LAS;LAX;2;15589;1652482.17;106.00309;2012
737;LAX;ORD;2;15738;3809944.78;242.08570212;2012
738;LGA;ATL;2;17685;3450421.89;195.10443257;2012
739;ATL;LGA;2;18180;3497971.68;192.40768317;2012
740;JFK;SFO;2;23856;8598774.93;360.4449585;2012
741;SFO;JFK;2;23949;8731146.78;364.57249906;2012
742;LAX;SFO;2;24855;3124354.86;125.70327339;2012
743;SFO;LAX;2;25092;3160826.09;125.96947593;2012
744;LGA;ORD;2;27065;4996811.37;184.6226259;2012
745;ORD;LGA;2;27516;5044521.76;183.3304899;2012
746;JFK;LAX;2;30713;11135053.46;362.55180087;2012
747;LAX;JFK;2;30892;11167551.58;361.50302926;2012
748;ATL;BOS;3;9410;1789248.44;190.14329862;2012
749;ATL;CLT;3;2149;281468.95;130.9767101;2012
750;ATL;DEN;3;7656;1233711.48;161.14308777;2012
751;ATL;DFW;3;8969;2055712.0;229.20191772;2012
752;ATL;DTW;3;5687;1056119.66;185.70769474;2012
753;ATL;EWR;3;6142;1439998.9;234.45113969;2012
754;ATL;IAH;3;3166;637173.93;201.25518951;2012
755;ATL;JFK;3;2488;443410.62;178.21970257;2012
756;ATL;LAS;3;5690;1340988.72;235.67464323;2012
757;ATL;LAX;3;9734;2405177.76;247.09038011;2012
758;ATL;LGA;3;19235;3251315.81;169.03123525;2012
759;ATL;MCO;3;6817;920281.51;134.99802112;2012
760;ATL;MIA;3;4452;670049.62;150.50530548;2012
761;ATL;MSP;3;5646;1154935.17;204.55812434;2012
762;ATL;ORD;3;8127;1536804.21;189.09858619;2012
763;ATL;PHL;3;9173;1555421.55;169.56519677;2012
764;ATL;PHX;3;3877;746810.2;192.62579314;2012
765;ATL;SEA;3;5357;1453065.57;271.24613963;2012
766;ATL;SFO;3;6700;1870998.5;279.25350746;2012
767;BOS;ATL;3;9281;1781931.77;191.99782028;2012
768;BOS;CLT;3;5669;871344.59;153.70340272;2012
769;BOS;DEN;3;7700;1826596.89;237.22037532;2012
770;BOS;DFW;3;7967;1792982.57;225.05115727;2012
771;BOS;DTW;3;3198;896652.69;280.37920263;2012
772;BOS;EWR;3;4894;875377.98;178.86758888;2012
773;BOS;IAH;3;3184;1062625.22;333.73907663;2012
774;BOS;JFK;3;4878;633580.46;129.88529315;2012
775;BOS;LAS;3;4309;1091000.93;253.19121142;2012
776;BOS;LAX;3;12376;3805852.56;307.51879121;2012
777;BOS;LGA;3;6390;1542273.79;241.35740063;2012
778;BOS;MCO;3;9278;1534696.54;165.41243156;2012
779;BOS;MIA;3;3374;681699.81;202.04499407;2012
780;BOS;MSP;3;5710;1441782.15;252.50125219;2012
781;BOS;ORD;3;14941;2601660.21;174.12892109;2012
782;BOS;PHL;3;5153;1313956.28;254.9886047;2012
783;BOS;PHX;3;3943;923968.21;234.33127314;2012
784;BOS;SEA;3;5220;1587566.51;304.13151533;2012
785;BOS;SFO;3;14032;4750679.55;338.56040123;2012
786;CLT;ATL;3;2156;277773.9;128.83761596;2012
787;CLT;BOS;3;5743;886647.67;154.38754484;2012
788;CLT;DEN;3;1984;581199.3;292.94319556;2012
789;CLT;DFW;3;2931;883776.55;301.5273115;2012
790;CLT;DTW;3;1690;458458.65;271.27730769;2012
791;CLT;EWR;3;3102;662997.04;213.73212121;2012
792;CLT;IAH;3;1466;505389.14;344.74020464;2012
793;CLT;JFK;3;2946;411998.08;139.84999321;2012
794;CLT;LAS;3;2219;581489.61;262.05029743;2012
795;CLT;LAX;3;2716;841557.69;309.85187408;2012
796;CLT;LGA;3;9009;1378008.08;152.95904984;2012
797;CLT;MCO;3;2722;453869.86;166.74131521;2012
798;CLT;MIA;3;948;247257.57;260.82022152;2012
799;CLT;MSP;3;2106;559157.36;265.50681861;2012
800;CLT;ORD;3;4304;1121208.23;260.50377091;2012
801;CLT;PHL;3;2550;668646.87;262.21445882;2012
802;CLT;PHX;3;1439;443891.54;308.47223072;2012
803;CLT;SEA;3;1748;542786.16;310.51839817;2012
804;CLT;SFO;3;2320;826491.33;356.24626293;2012
805;DEN;ATL;3;7898;1252064.81;158.52935047;2012
806;DEN;BOS;3;7633;1790579.52;234.58398009;2012
807;DEN;CLT;3;1950;568894.65;291.74084615;2012
808;DEN;DFW;3;10254;1417888.25;138.27659938;2012
809;DEN;DTW;3;4792;915471.05;191.04153798;2012
810;DEN;EWR;3;5444;1291583.62;237.24901176;2012
811;DEN;IAH;3;5565;1312144.58;235.78518958;2012
812;DEN;JFK;3;1636;306871.05;187.57399144;2012
813;DEN;LAS;3;11185;1304422.95;116.6225257;2012
814;DEN;LAX;3;11595;1901700.71;164.01041052;2012
815;DEN;LGA;3;9629;1859488.54;193.11335964;2012
816;DEN;MCO;3;4958;971611.13;195.96836023;2012
817;DEN;MIA;3;991;230626.45;232.72093845;2012
818;DEN;MSP;3;9807;1388022.49;141.53385235;2012
819;DEN;ORD;3;7606;1491501.18;196.09534315;2012
820;DEN;PHL;3;5693;1249045.09;219.40015633;2012
821;DEN;PHX;3;9499;1360881.08;143.2657206;2012
822;DEN;SEA;3;9188;1595280.79;173.62655529;2012
823;DEN;SFO;3;10240;1909446.29;186.46936426;2012
824;DFW;ATL;3;8873;2040232.53;229.93717232;2012
825;DFW;BOS;3;7842;1752840.06;223.51951798;2012
826;DFW;CLT;3;2854;847355.52;296.90102313;2012
827;DFW;DEN;3;10165;1406626.23;138.3793635;2012
828;DFW;DTW;3;4538;1106570.12;243.84533275;2012
829;DFW;EWR;3;4691;1681330.7;358.41626519;2012
830;DFW;IAH;3;2979;470849.96;158.05638134;2012
831;DFW;JFK;3;771;220406.37;285.87077821;2012
832;DFW;LAS;3;8358;1457773.04;174.41649198;2012
833;DFW;LAX;3;12143;2586507.71;213.00401136;2012
834;DFW;LGA;3;9365;3192877.75;340.93729311;2012
835;DFW;MCO;3;5175;1033321.54;199.6756599;2012
836;DFW;MIA;3;2352;549312.89;233.55139881;2012
837;DFW;MSP;3;4460;1084484.45;243.15794843;2012
838;DFW;ORD;3;14190;2928245.92;206.35982523;2012
839;DFW;PHL;3;5197;1341880.04;258.20281701;2012
840;DFW;PHX;3;4027;856875.26;212.7825329;2012
841;DFW;SEA;3;5772;1496082.33;259.19652287;2012
842;DFW;SFO;3;9133;2052198.13;224.70142669;2012
843;DTW;ATL;3;5713;1048379.77;183.50774899;2012
844;DTW;BOS;3;3198;904349.58;282.78598499;2012
845;DTW;CLT;3;1684;455210.42;270.31497625;2012
846;DTW;DEN;3;4727;918098.16;194.22427755;2012
847;DTW;DFW;3;4605;1134769.83;246.4212443;2012
848;DTW;EWR;3;2095;621566.31;296.69036277;2012
849;DTW;IAH;3;2042;646514.16;316.60830558;2012
850;DTW;JFK;3;883;178175.16;201.78387316;2012
851;DTW;LAS;3;8396;1605275.49;191.19527037;2012
852;DTW;LAX;3;6150;1647631.14;267.90750244;2012
853;DTW;LGA;3;9372;1722421.28;183.78374733;2012
854;DTW;MCO;3;8450;1061698.77;125.64482485;2012
855;DTW;MIA;3;1704;268401.59;157.51267019;2012
856;DTW;MSP;3;2449;745081.56;304.23910167;2012
857;DTW;ORD;3;4997;666248.33;133.3296638;2012
858;DTW;PHL;3;2349;684219.94;291.2813708;2012
859;DTW;PHX;3;4026;935027.03;232.24715102;2012
860;DTW;SEA;3;2971;902321.0;303.70952541;2012
861;DTW;SFO;3;4009;1265101.01;315.56523073;2012
862;EWR;ATL;3;5969;1401238.6;234.75265539;2012
863;EWR;BOS;3;5049;890710.16;176.41318281;2012
864;EWR;CLT;3;2876;605851.03;210.65752086;2012
865;EWR;DEN;3;5459;1288332.54;236.00156439;2012
866;EWR;DFW;3;4658;1667914.95;358.0753435;2012
867;EWR;DTW;3;2034;604162.41;297.03166667;2012
868;EWR;IAH;3;4223;1443027.86;341.70681032;2012
869;EWR;LAS;3;5369;1631643.0;303.90072639;2012
870;EWR;LAX;3;6548;2614857.04;399.33675015;2012
871;EWR;MCO;3;12234;1986068.24;162.34005558;2012
872;EWR;MIA;3;4401;859717.96;195.34604863;2012
873;EWR;MSP;3;2439;897964.92;368.16929889;2012
874;EWR;ORD;3;8316;2078587.15;249.95035474;2012
875;EWR;PHL;3;8;1026.26;128.2825;2012
876;EWR;PHX;3;4829;1210524.39;250.67806792;2012
877;EWR;SEA;3;4512;1494230.04;331.16800532;2012
878;EWR;SFO;3;7043;3116417.11;442.48432628;2012
879;IAH;ATL;3;3169;620108.94;195.67969075;2012
880;IAH;BOS;3;3189;1045521.31;327.85240201;2012
881;IAH;CLT;3;1382;496764.68;359.45345876;2012
882;IAH;DEN;3;5424;1269498.67;234.05211468;2012
883;IAH;DFW;3;2942;467664.05;158.96126785;2012
884;IAH;DTW;3;2086;662304.47;317.49974593;2012
885;IAH;EWR;3;4208;1430929.17;340.0497077;2012
886;IAH;JFK;3;264;65468.67;247.98738636;2012
887;IAH;LAS;3;3435;926926.35;269.84755459;2012
888;IAH;LAX;3;5107;1528386.86;299.27293127;2012
889;IAH;LGA;3;5693;1797653.64;315.76561391;2012
890;IAH;MCO;3;2494;554918.25;222.50130313;2012
891;IAH;MIA;3;1851;459710.14;248.35772015;2012
892;IAH;MSP;3;1719;614349.6;357.3877836;2012
893;IAH;ORD;3;5696;1649370.61;289.56646945;2012
894;IAH;PHL;3;3838;897142.35;233.75256644;2012
895;IAH;PHX;3;1674;441801.3;263.91953405;2012
896;IAH;SEA;3;3617;1028718.2;284.41199889;2012
897;IAH;SFO;3;3955;1387464.65;350.81280657;2012
898;JFK;ATL;3;2302;413880.83;179.79184622;2012
899;JFK;BOS;3;5013;670891.32;133.83030521;2012
900;JFK;CLT;3;2838;395127.54;139.227463;2012
901;JFK;DEN;3;1663;323029.6;194.24509922;2012
902;JFK;DFW;3;878;271922.45;309.70666287;2012
903;JFK;DTW;3;822;161815.46;196.85579075;2012
904;JFK;IAH;3;270;73476.53;272.1352963;2012
905;JFK;LAS;3;10764;2991420.03;277.90970178;2012
906;JFK;LAX;3;29958;10612331.84;354.24033113;2012
907;JFK;MCO;3;13363;2088937.31;156.32248073;2012
